IR Wavenumber(cm-1),Absorbance
2452,0.000304113
2451,0.000304113
2450,0.000347575
2449,0.000434512
2448,0.000521466
2447,0.000608438
2446,0.000651931
2445,0.000651931
2444,0.000608438
2443,0.00056495
2442,0.00056495
2441,0.000521466
2440,0.000521466
2439,0.000477987
2438,0.000434512
2437,0.000347575
2436,0.000304113
2435,0.000260655
2434,0.000260655
2433,0.000347575
2432,0.000521466
2431,0.000651931
2430,0.000782434
2429,0.000782434
2428,0.000695428
2427,0.00056495
2426,0.000391041
2425,0.000304113
2424,0.000304113
2423,0.000347575
2422,0.000391041
2421,0.000391041
2420,0.000391041
2419,0.000391041
2418,0.000391041
2417,0.000434512
2416,0.000477987
2415,0.00056495
2414,0.000651931
2413,0.000738929
2412,0.000738929
2411,0.000738929
2410,0.000695428
2409,0.000651931
2408,0.00056495
2407,0.000521466
2406,0.000434512
2405,0.000391041
2404,0.000304113
2403,0.000260655
2402,0.000260655
2401,0.000304113
2400,0.000391041
2399,0.000434512
2398,0.000477987
2397,0.000477987
2396,0.000477987
2395,0.000477987
2394,0.000521466
2393,0.000477987
2392,0.000477987
2391,0.000434512
2390,0.000391041
2389,0.000391041
2388,0.000434512
2387,0.000434512
2386,0.000347575
2385,0.000260655
2384,0.000173753
2383,0.000173753
2382,0.000217202
2381,0.000304113
2380,0.000434512
2379,0.00056495
2378,0.000608438
2377,0.000521466
2376,0.000434512
2375,0.000347575
2374,0.000347575
2373,0.000391041
2372,0.000434512
2371,0.000434512
2370,0.000434512
2369,0.000434512
2368,0.000477987
2367,0.000434512
2366,0.000347575
2365,0.000217202
2364,0.000173753
2363,0.000260655
2362,0.000521466
2361,0.000825944
2360,0.001087096
2359,0.001261284
2358,0.001261284
2357,0.001130636
2356,0.000869459
2355,0.00056495
2354,0.000304113
2353,0.000217202
2352,0.000304113
2351,0.000477987
2350,0.000608438
2349,0.000651931
2348,0.000608438
2347,0.000477987
2346,0.000347575
2345,0.000304113
2344,0.000434512
2343,0.000651931
2342,0.000869459
2341,0.001000028
2340,0.001087096
2339,0.001130636
2338,0.001130636
2337,0.001000028
2336,0.000825944
2335,0.000695428
2334,0.000651931
2333,0.000695428
2332,0.000738929
2331,0.000651931
2330,0.000521466
2329,0.000391041
2328,0.000347575
2327,0.000521466
2326,0.000825944
2325,0.00121773
2324,0.001522697
2323,0.001566281
2322,0.001391971
2321,0.001130636
2320,0.0009565
2319,0.000869459
2318,0.000869459
2317,0.000869459
2316,0.000869459
2315,0.000912977
2314,0.001000028
2313,0.00104356
2312,0.001000028
2311,0.000825944
2310,0.000608438
2309,0.000477987
2308,0.000477987
2307,0.000521466
2306,0.000608438
2305,0.000782434
2304,0.000912977
2303,0.001000028
2302,0.00104356
2301,0.001000028
2300,0.0009565
2299,0.000912977
2298,0.0009565
2297,0.0009565
2296,0.0009565
2295,0.000912977
2294,0.000869459
2293,0.000825944
2292,0.000782434
2291,0.000738929
2290,0.000695428
2289,0.000651931
2288,0.000651931
2287,0.000651931
2286,0.000651931
2285,0.000651931
2284,0.000695428
2283,0.000738929
2282,0.000782434
2281,0.000869459
2280,0.0009565
2279,0.001000028
2278,0.001000028
2277,0.000912977
2276,0.000825944
2275,0.000695428
2274,0.00056495
2273,0.000391041
2272,0.000304113
2271,0.000304113
2270,0.000391041
2269,0.00056495
2268,0.000695428
2267,0.000695428
2266,0.000608438
2265,0.000434512
2264,0.000304113
2263,0.000260655
2262,0.000347575
2261,0.000434512
2260,0.000477987
2259,0.000477987
2258,0.000434512
2257,0.000391041
2256,0.000391041
2255,0.000477987
2254,0.000608438
2253,0.000608438
2252,0.00056495
2251,0.000391041
2250,0.000304113
2249,0.000260655
2248,0.000347575
2247,0.000521466
2246,0.000738929
2245,0.000869459
2244,0.000912977
2243,0.000825944
2242,0.000738929
2241,0.000608438
2240,0.000521466
2239,0.000521466
2238,0.00056495
2237,0.000695428
2236,0.000869459
2235,0.00104356
2234,0.001130636
2233,0.00104356
2232,0.000825944
2231,0.000521466
2230,0.000260655
2229,8.68676E-05
2228,8.68676E-05
2227,0.000173753
2226,0.000304113
2225,0.000347575
2224,0.000391041
2223,0.000391041
2222,0.000434512
2221,0.000521466
2220,0.00056495
2219,0.000521466
2218,0.000347575
2217,0.000130308
2216,0
2215,0
2214,0.000130308
2213,0.000260655
2212,0.000260655
2211,0.000130308
2210,-8.69E-05
2209,-0.000217093
2208,-0.000217093
2207,-8.69E-05
2206,8.68676E-05
2205,0.000260655
2204,0.000304113
2203,0.000260655
2202,0.000130308
2201,-8.69E-05
2200,-0.000260499
2199,-0.000390689
2198,-0.000434077
2197,-0.000477461
2196,-0.000520841
2195,-0.000520841
2194,-0.000434077
2193,-0.0003039
2192,-8.69E-05
2191,0.000130308
2190,0.000260655
2189,0.000304113
2188,0.000304113
2187,0.000217202
2186,8.68676E-05
2185,0
2184,-4.34E-05
2183,-0.000130269
2182,-0.000260499
2181,-0.000390689
2180,-0.000520841
2179,-0.000564216
2178,-0.000564216
2177,-0.000434077
2176,-0.0003039
2175,-8.69E-05
2174,0.000130308
2173,0.000347575
2172,0.000434512
2171,0.000391041
2170,0.000260655
2169,8.68676E-05
2168,-8.69E-05
2167,-0.000217093
2166,-0.000217093
2165,-0.000217093
2164,-0.000217093
2163,-0.0003039
2162,-0.000434077
2161,-0.000607587
2160,-0.000694316
2159,-0.000737674
2158,-0.000694316
2157,-0.000650954
2156,-0.000607587
2155,-0.000564216
2154,-0.000564216
2153,-0.000520841
2152,-0.000390689
2151,-0.000260499
2150,-8.69E-05
2149,0
2148,4.34316E-05
2147,0.000173753
2146,0.000391041
2145,0.000651931
2144,0.000869459
2143,0.000912977
2142,0.000782434
2141,0.000521466
2140,0.000217202
2139,-8.69E-05
2138,-0.0003039
2137,-0.000390689
2136,-0.000347297
2135,-0.000260499
2134,-0.000130269
2133,-8.69E-05
2132,-0.000130269
2131,-0.000173683
2130,-0.000173683
2129,-0.000130269
2128,4.34316E-05
2127,0.000173753
2126,0.000304113
2125,0.000347575
2124,0.000304113
2123,0.000217202
2122,0.000130308
2121,8.68676E-05
2120,8.68676E-05
2119,4.34316E-05
2118,-4.34E-05
2117,-0.000173683
2116,-0.0003039
2115,-0.000260499
2114,-0.000173683
2113,0
2112,0.000130308
2111,0.000217202
2110,0.000260655
2109,0.000304113
2108,0.000304113
2107,0.000217202
2106,8.68676E-05
2105,4.34316E-05
2104,4.34316E-05
2103,0.000130308
2102,0.000217202
2101,0.000260655
2100,0.000347575
2099,0.000347575
2098,0.000391041
2097,0.000434512
2096,0.000521466
2095,0.000651931
2094,0.000738929
2093,0.000738929
2092,0.000651931
2091,0.000434512
2090,0.000173753
2089,-8.69E-05
2088,-0.000260499
2087,-0.000390689
2086,-0.000434077
2085,-0.000434077
2084,-0.0003039
2083,-0.000173683
2082,4.34316E-05
2081,0.000260655
2080,0.000391041
2079,0.000434512
2078,0.000434512
2077,0.000434512
2076,0.000391041
2075,0.000347575
2074,0.000347575
2073,0.000391041
2072,0.000477987
2071,0.000477987
2070,0.000477987
2069,0.000477987
2068,0.000434512
2067,0.000391041
2066,0.000260655
2065,0.000130308
2064,-4.34E-05
2063,-0.000130269
2062,-8.69E-05
2061,8.68676E-05
2060,0.000217202
2059,0.000347575
2058,0.000391041
2057,0.000391041
2056,0.000347575
2055,0.000217202
2054,8.68676E-05
2053,4.34316E-05
2052,8.68676E-05
2051,0.000260655
2050,0.000521466
2049,0.000695428
2048,0.000782434
2047,0.000825944
2046,0.000782434
2045,0.000738929
2044,0.000651931
2043,0.000608438
2042,0.000521466
2041,0.000477987
2040,0.000391041
2039,0.000347575
2038,0.000260655
2037,0.000217202
2036,0.000173753
2035,0.000217202
2034,0.000304113
2033,0.000477987
2032,0.000651931
2031,0.000738929
2030,0.000695428
2029,0.000521466
2028,0.000391041
2027,0.000304113
2026,0.000304113
2025,0.000260655
2024,0.000260655
2023,0.000260655
2022,0.000347575
2021,0.000477987
2020,0.00056495
2019,0.000608438
2018,0.00056495
2017,0.00056495
2016,0.000521466
2015,0.000434512
2014,0.000304113
2013,0.000173753
2012,8.68676E-05
2011,0
2010,-0.000130269
2009,-0.0003039
2008,-0.000520841
2007,-0.000520841
2006,-0.000434077
2005,-0.000217093
2004,-0.000130269
2003,-0.000130269
2002,-0.000217093
2001,-0.000347297
2000,-0.000477461
1999,-0.000477461
1998,-0.000260499
1997,0.000130308
1996,0.000608438
1995,0.00104356
1994,0.001304842
1993,0.001261284
1992,0.001000028
1991,0.000608438
1990,0.000347575
1989,0.000217202
1988,0.000173753
1987,0.000217202
1986,0.000260655
1985,0.000304113
1984,0.000477987
1983,0.000651931
1982,0.000782434
1981,0.000825944
1980,0.000695428
1979,0.000521466
1978,0.000391041
1977,0.000347575
1976,0.000434512
1975,0.000651931
1974,0.0009565
1973,0.001261284
1972,0.001479117
1971,0.001566281
1970,0.001522697
1969,0.001391971
1968,0.001261284
1967,0.001174181
1966,0.001174181
1965,0.001130636
1964,0.00104356
1963,0.000912977
1962,0.000782434
1961,0.000738929
1960,0.000738929
1959,0.000738929
1958,0.000738929
1957,0.000695428
1956,0.000651931
1955,0.00056495
1954,0.00056495
1953,0.00056495
1952,0.000695428
1951,0.000782434
1950,0.000738929
1949,0.000608438
1948,0.000391041
1947,0.000130308
1946,-4.34E-05
1945,-0.000130269
1944,-8.69E-05
1943,8.68676E-05
1942,0.000391041
1941,0.000608438
1940,0.000695428
1939,0.00056495
1938,0.000304113
1937,0
1936,-0.000217093
1935,-0.000260499
1934,-0.000173683
1933,-4.34E-05
1932,4.34316E-05
1931,4.34316E-05
1930,4.34316E-05
1929,0.000130308
1928,0.000304113
1927,0.000521466
1926,0.000695428
1925,0.000738929
1924,0.000695428
1923,0.00056495
1922,0.000477987
1921,0.000477987
1920,0.000521466
1919,0.000651931
1918,0.000738929
1917,0.000782434
1916,0.000738929
1915,0.00056495
1914,0.000347575
1913,0.000130308
1912,0
1911,-4.34E-05
1910,4.34316E-05
1909,0.000173753
1908,0.000260655
1907,0.000217202
1906,8.68676E-05
1905,-4.34E-05
1904,-0.000130269
1903,-8.69E-05
1902,-4.34E-05
1901,4.34316E-05
1900,4.34316E-05
1899,4.34316E-05
1898,4.34316E-05
1897,8.68676E-05
1896,0.000130308
1895,0.000130308
1894,0.000130308
1893,0.000130308
1892,0.000130308
1891,0.000173753
1890,0.000217202
1889,0.000304113
1888,0.000347575
1887,0.000347575
1886,0.000347575
1885,0.000347575
1884,0.000347575
1883,0.000347575
1882,0.000391041
1881,0.000434512
1880,0.000477987
1879,0.000477987
1878,0.000477987
1877,0.000434512
1876,0.000434512
1875,0.000391041
1874,0.000347575
1873,0.000304113
1872,0.000347575
1871,0.000434512
1870,0.00056495
1869,0.000651931
1868,0.000651931
1867,0.00056495
1866,0.000434512
1865,0.000391041
1864,0.000391041
1863,0.000477987
1862,0.00056495
1861,0.000651931
1860,0.000738929
1859,0.000782434
1858,0.000782434
1857,0.000695428
1856,0.000608438
1855,0.000477987
1854,0.000391041
1853,0.000391041
1852,0.000391041
1851,0.000434512
1850,0.000477987
1849,0.000477987
1848,0.000477987
1847,0.000521466
1846,0.000608438
1845,0.000695428
1844,0.000738929
1843,0.000608438
1842,0.000477987
1841,0.000391041
1840,0.000347575
1839,0.000347575
1838,0.000391041
1837,0.000434512
1836,0.000434512
1835,0.000477987
1834,0.000521466
1833,0.000608438
1832,0.000738929
1831,0.000869459
1830,0.000912977
1829,0.000869459
1828,0.000825944
1827,0.000825944
1826,0.000869459
1825,0.000912977
1824,0.000869459
1823,0.000825944
1822,0.000825944
1821,0.000825944
1820,0.000825944
1819,0.000738929
1818,0.000651931
1817,0.00056495
1816,0.000477987
1815,0.000391041
1814,0.000391041
1813,0.000434512
1812,0.000521466
1811,0.000651931
1810,0.000695428
1809,0.000695428
1808,0.000651931
1807,0.000608438
1806,0.000521466
1805,0.000477987
1804,0.000521466
1803,0.000608438
1802,0.000738929
1801,0.000869459
1800,0.000912977
1799,0.000912977
1798,0.000869459
1797,0.000825944
1796,0.000738929
1795,0.000651931
1794,0.00056495
1793,0.000521466
1792,0.000521466
1791,0.000521466
1790,0.00056495
1789,0.00056495
1788,0.00056495
1787,0.000651931
1786,0.000825944
1785,0.0009565
1784,0.00104356
1783,0.00104356
1782,0.001000028
1781,0.000912977
1780,0.000869459
1779,0.000825944
1778,0.000782434
1777,0.000825944
1776,0.000869459
1775,0.001000028
1774,0.00104356
1773,0.00104356
1772,0.0009565
1771,0.000782434
1770,0.000608438
1769,0.00056495
1768,0.00056495
1767,0.000608438
1766,0.000695428
1765,0.000782434
1764,0.000869459
1763,0.0009565
1762,0.001000028
1761,0.0009565
1760,0.0009565
1759,0.001000028
1758,0.001087096
1757,0.001130636
1756,0.001130636
1755,0.001130636
1754,0.001174181
1753,0.00121773
1752,0.001304842
1751,0.001348404
1750,0.001391971
1749,0.001479117
1748,0.001566281
1747,0.00160987
1746,0.00169706
1745,0.001653463
1744,0.001566281
1743,0.001391971
1742,0.00121773
1741,0.001087096
1740,0.00104356
1739,0.001174181
1738,0.001391971
1737,0.001653463
1736,0.001871493
1735,0.001958736
1734,0.001958736
1733,0.001871493
1732,0.001827878
1731,0.001871493
1730,0.001958736
1729,0.002089633
1728,0.002176919
1727,0.002220569
1726,0.002264223
1725,0.002307882
1724,0.002395213
1723,0.002438884
1722,0.002526241
1721,0.002613616
1720,0.00274471
1719,0.002875844
1718,0.003050752
1717,0.003225729
1716,0.003313244
1715,0.003400777
1714,0.003488328
1713,0.003575896
1712,0.003619687
1711,0.003707281
1710,0.003751085
1709,0.003794894
1708,0.003838707
1707,0.003794894
1706,0.003707281
1705,0.003707281
1704,0.003707281
1703,0.003751085
1702,0.003794894
1701,0.003751085
1700,0.003707281
1699,0.003663482
1698,0.003663482
1697,0.003707281
1696,0.003707281
1695,0.003751085
1694,0.003794894
1693,0.003838707
1692,0.003882524
1691,0.003882524
1690,0.003838707
1689,0.003751085
1688,0.003663482
1687,0.003619687
1686,0.003619687
1685,0.003663482
1684,0.003707281
1683,0.003794894
1682,0.003794894
1681,0.003838707
1680,0.003882524
1679,0.003882524
1678,0.003838707
1677,0.003794894
1676,0.003707281
1675,0.003751085
1674,0.003882524
1673,0.004101676
1672,0.004320939
1671,0.004628094
1670,0.00515515
1669,0.005858889
1668,0.006475597
1667,0.006960768
1666,0.007269796
1665,0.007534852
1664,0.007711646
1663,0.007844289
1662,0.008021209
1661,0.008109696
1660,0.008153946
1659,0.00824246
1658,0.008286724
1657,0.008330993
1656,0.008419543
1655,0.008419543
1654,0.008463825
1653,0.008508111
1652,0.008508111
1651,0.008508111
1650,0.008508111
1649,0.008419543
1648,0.008153946
1647,0.007844289
1646,0.007534852
1645,0.007313961
1644,0.00718148
1643,0.007137329
1642,0.007049039
1641,0.007004902
1640,0.006916639
1639,0.006872515
1638,0.006828395
1637,0.006740169
1636,0.006696062
1635,0.00678428
1634,0.006960768
1633,0.007225636
1632,0.007534852
1631,0.007844289
1630,0.008153946
1629,0.008419543
1628,0.008685302
1627,0.008906892
1626,0.009128595
1625,0.009350412
1624,0.009749967
1623,0.010238812
1622,0.010772726
1621,0.011307297
1620,0.011708658
1619,0.01215505
1618,0.012646611
1617,0.013362604
1616,0.014214382
1615,0.014977918
1614,0.015652742
1613,0.016328617
1612,0.017005545
1611,0.017774008
1610,0.01858916
1609,0.019405844
1608,0.020315076
1607,0.021226216
1606,0.022184974
1605,0.023283296
1604,0.024522237
1603,0.026041314
1602,0.027750864
1601,0.029653124
1600,0.031610458
1599,0.033670505
1598,0.035834689
1597,0.038104526
1596,0.040481623
1595,0.042871802
1594,0.045082446
1593,0.046965543
1592,0.048468209
1591,0.049586461
1590,0.050366076
1589,0.050707599
1588,0.050707599
1587,0.050414849
1586,0.04992737
1585,0.049294465
1584,0.048565334
1583,0.047740463
1582,0.046917156
1581,0.046095407
1580,0.045323413
1579,0.044456558
1578,0.043351421
1577,0.041770686
1576,0.039671949
1575,0.037583307
1574,0.035929029
1573,0.03461013
1572,0.033248336
1571,0.031657169
1570,0.029792641
1569,0.027982401
1568,0.026548856
1567,0.025534364
1566,0.024752059
1565,0.024017056
1564,0.023283296
1563,0.022596519
1562,0.022047879
1561,0.021499931
1560,0.020815966
1559,0.019860222
1558,0.018906577
1557,0.018317273
1556,0.018000286
1555,0.017819254
1554,0.017593071
1553,0.017412209
1552,0.017186238
1551,0.016870075
1550,0.016509028
1549,0.016103209
1548,0.015652742
1547,0.015292706
1546,0.014932967
1545,0.014573526
1544,0.014259259
1543,0.013945219
1542,0.013541787
1541,0.013049212
1540,0.012467797
1539,0.011976438
1538,0.011708658
1537,0.01157483
1536,0.011441043
1535,0.011262725
1534,0.010950844
1533,0.010594682
1532,0.010327752
1531,0.010105436
1530,0.010016542
1529,0.009927665
1528,0.009883234
1527,0.009883234
1526,0.009883234
1525,0.009883234
1524,0.009927665
1523,0.009927665
1522,0.009927665
1521,0.009927665
1520,0.009972101
1519,0.01014989
1518,0.010639186
1517,0.011485634
1516,0.01278077
1515,0.014393917
1514,0.016373713
1513,0.018861217
1512,0.02200219
1511,0.025580426
1510,0.029374223
1509,0.032920266
1508,0.035033625
1507,0.033623577
1506,0.029049066
1505,0.024614151
1504,0.0214543
1503,0.01899731
1502,0.016870075
1501,0.014753209
1500,0.012825499
1499,0.011084479
1498,0.009483556
1497,0.008021209
1496,0.006828395
1495,0.005990967
1494,0.005506877
1493,0.005243055
1492,0.005111205
1491,0.005067263
1490,0.005067263
1489,0.004935466
1488,0.004759798
1487,0.004540313
1486,0.004364805
1485,0.004277078
1484,0.004189368
1483,0.00414552
1482,0.004101676
1481,0.004014002
1480,0.003970172
1479,0.003926346
1478,0.003926346
1477,0.003970172
1476,0.004057837
1475,0.00414552
1474,0.004233221
1473,0.004277078
1472,0.004320939
1471,0.004364805
1470,0.004408676
1469,0.004540313
1468,0.004671991
1467,0.004847623
1466,0.005067263
1465,0.005330978
1464,0.005550863
1463,0.005770859
1462,0.006035002
1461,0.006299305
1460,0.00665196
1459,0.007137329
1458,0.00793274
1457,0.008906892
1456,0.009749967
1455,0.010416711
1454,0.010950844
1453,0.011485634
1452,0.01215505
1451,0.012870232
1450,0.01376587
1449,0.014843079
1448,0.016103209
1447,0.017547849
1446,0.019042684
1445,0.020588217
1444,0.022322112
1443,0.024246611
1442,0.026364227
1441,0.028492218
1440,0.030584088
1439,0.032592443
1438,0.034657164
1437,0.036968125
1436,0.039101323
1435,0.040624663
1434,0.041579472
1433,0.042057665
1432,0.042344833
1431,0.042536384
1430,0.042632192
1429,0.042632192
1428,0.042680103
1427,0.042680103
1426,0.04282387
1425,0.043015632
1424,0.043255455
1423,0.043591429
1422,0.044071843
1421,0.044841613
1420,0.046240308
1419,0.048419655
1418,0.051195954
1417,0.054039296
1416,0.056851871
1415,0.059832286
1414,0.063335487
1413,0.067475503
1412,0.072424345
1411,0.078105529
1410,0.084336396
1409,0.090657962
1408,0.09685573
1407,0.102812923
1406,0.108629825
1405,0.114356128
1404,0.119929916
1403,0.125460203
1402,0.131590697
1401,0.139422449
1400,0.149660145
1399,0.161969917
1398,0.174249419
1397,0.184355851
1396,0.190777078
1395,0.192871044
1394,0.190574971
1393,0.184555084
1392,0.176004409
1391,0.165833716
1390,0.15434394
1389,0.141342516
1388,0.127377621
1387,0.11407366
1386,0.103363569
1385,0.095825632
1384,0.090443971
1383,0.085815567
1382,0.08102657
1381,0.07592757
1380,0.070836617
1379,0.066310291
1378,0.06253226
1377,0.059334128
1376,0.056505484
1375,0.053646003
1374,0.050658793
1373,0.047837426
1372,0.045371622
1371,0.043111545
1370,0.040910886
1369,0.038626372
1368,0.036306595
1367,0.034187047
1366,0.032264868
1365,0.030584088
1364,0.028909787
1363,0.027241916
1362,0.025672565
1361,0.024292536
1360,0.023191663
1359,0.022230682
1358,0.021363052
1357,0.020588217
1356,0.019860222
1355,0.019178833
1354,0.01858916
1353,0.018000286
1352,0.017457418
1351,0.016960384
1350,0.016509028
1349,0.016058141
1348,0.015652742
1347,0.015247722
1346,0.01488802
1345,0.014573526
1344,0.014259259
1343,0.014034922
1342,0.013855535
1341,0.013721044
1340,0.013631406
1339,0.013496985
1338,0.013228266
1337,0.012870232
1336,0.012467797
1335,0.01211039
1334,0.011842527
1333,0.011619435
1332,0.011485634
1331,0.011396457
1330,0.011396457
1329,0.011396457
1328,0.01153023
1327,0.011708658
1326,0.011931797
1325,0.012199714
1324,0.012467797
1323,0.012691326
1322,0.01278077
1321,0.012825499
1320,0.012736046
1319,0.012557195
1318,0.012333735
1317,0.012021084
1316,0.011708658
1315,0.011441043
1314,0.011173593
1313,0.010950844
1312,0.010772726
1311,0.010594682
1310,0.010461197
1309,0.01028328
1308,0.010060987
1307,0.009883234
1306,0.009749967
1305,0.009616741
1304,0.009527946
1303,0.00943917
1302,0.009350412
1301,0.009306039
1300,0.009306039
1299,0.009394789
1298,0.00943917
1297,0.009483556
1296,0.009483556
1295,0.00943917
1294,0.009350412
1293,0.009261671
1292,0.009172949
1291,0.0090399
1290,0.008951224
1289,0.008773924
1288,0.008596697
1287,0.008375265
1286,0.008198201
1285,0.00806545
1284,0.007976972
1283,0.007888512
1282,0.007844289
1281,0.007844289
1280,0.007844289
1279,0.007844289
1278,0.007888512
1277,0.007888512
1276,0.00793274
1275,0.00793274
1274,0.00793274
1273,0.007888512
1272,0.007844289
1271,0.00780007
1270,0.00780007
1269,0.00780007
1268,0.007755856
1267,0.007711646
1266,0.007579044
1265,0.007490665
1264,0.007402304
1263,0.007402304
1262,0.007446482
1261,0.007579044
1260,0.007755856
1259,0.00793274
1258,0.00806545
1257,0.008153946
1256,0.008198201
1255,0.00824246
1254,0.00824246
1253,0.008153946
1252,0.007976972
1251,0.00780007
1250,0.007579044
1249,0.00735813
1248,0.007137329
1247,0.006960768
1246,0.00678428
1245,0.00656377
1244,0.006387442
1243,0.006211186
1242,0.006035002
1241,0.005858889
1240,0.005726851
1239,0.005594853
1238,0.005506877
1237,0.005418919
1236,0.005330978
1235,0.005243055
1234,0.00515515
1233,0.005067263
1232,0.004979394
1231,0.004891542
1230,0.004803708
1229,0.004715892
1228,0.004628094
1227,0.004540313
1226,0.004540313
1225,0.00449643
1224,0.004452551
1223,0.004408676
1222,0.004320939
1221,0.004233221
1220,0.004189368
1219,0.004189368
1218,0.004189368
1217,0.004277078
1216,0.004277078
1215,0.004277078
1214,0.004189368
1213,0.004057837
1212,0.003926346
1211,0.003838707
1210,0.003794894
1209,0.003751085
1208,0.003663482
1207,0.003619687
1206,0.00353211
1205,0.00344455
1204,0.003400777
1203,0.003400777
1202,0.003400777
1201,0.00344455
1200,0.003488328
1199,0.003488328
1198,0.00353211
1197,0.00353211
1196,0.00353211
1195,0.003488328
1194,0.003400777
1193,0.003313244
1192,0.003225729
1191,0.003225729
1190,0.003225729
1189,0.003269485
1188,0.003357009
1187,0.003400777
1186,0.00344455
1185,0.00344455
1184,0.003400777
1183,0.003400777
1182,0.003400777
1181,0.00344455
1180,0.003488328
1179,0.00353211
1178,0.003619687
1177,0.003707281
1176,0.003882524
1175,0.004057837
1174,0.004277078
1173,0.004452551
1172,0.004628094
1171,0.004803708
1170,0.005023326
1169,0.005330978
1168,0.005770859
1167,0.006299305
1166,0.006960768
1165,0.007755856
1164,0.008640997
1163,0.00943917
1162,0.010060987
1161,0.010461197
1160,0.010505687
1159,0.010327752
1158,0.009883234
1157,0.009306039
1156,0.008640997
1155,0.007976972
1154,0.00735813
1153,0.006828395
1152,0.006387442
1151,0.005990967
1150,0.005594853
1149,0.005287015
1148,0.005023326
1147,0.004891542
1146,0.004803708
1145,0.004715892
1144,0.004671991
1143,0.004584201
1142,0.004452551
1141,0.004364805
1140,0.004277078
1139,0.004277078
1138,0.004320939
1137,0.004320939
1136,0.004320939
1135,0.004277078
1134,0.004189368
1133,0.004057837
1132,0.003970172
1131,0.003926346
1130,0.003882524
1129,0.003882524
1128,0.003838707
1127,0.003838707
1126,0.003838707
1125,0.003882524
1124,0.003970172
1123,0.004057837
1122,0.00414552
1121,0.004189368
1120,0.004189368
1119,0.004189368
1118,0.004189368
1117,0.004277078
1116,0.004364805
1115,0.004452551
1114,0.004584201
1113,0.004671991
1112,0.004803708
1111,0.004891542
1110,0.005023326
1109,0.00515515
1108,0.005374946
1107,0.005638848
1106,0.005858889
1105,0.005946936
1104,0.00590291
1103,0.005682847
1102,0.005418919
1101,0.005199101
1100,0.005067263
1099,0.004979394
1098,0.004935466
1097,0.004935466
1096,0.004935466
1095,0.004979394
1094,0.005067263
1093,0.00515515
1092,0.005243055
1091,0.005330978
1090,0.005374946
1089,0.005374946
1088,0.005330978
1087,0.005243055
1086,0.005199101
1085,0.005111205
1084,0.005067263
1083,0.005067263
1082,0.005067263
1081,0.005023326
1080,0.004935466
1079,0.004847623
1078,0.004759798
1077,0.004715892
1076,0.004715892
1075,0.004628094
1074,0.004540313
1073,0.004452551
1072,0.004408676
1071,0.004408676
1070,0.004452551
1069,0.00449643
1068,0.00449643
1067,0.004408676
1066,0.004320939
1065,0.004233221
1064,0.004233221
1063,0.004233221
1062,0.004233221
1061,0.004320939
1060,0.004408676
1059,0.00449643
1058,0.004628094
1057,0.004759798
1056,0.004891542
1055,0.005067263
1054,0.005199101
1053,0.005418919
1052,0.005682847
1051,0.005990967
1050,0.006387442
1049,0.006872515
1048,0.007313961
1047,0.00762324
1046,0.007844289
1045,0.00793274
1044,0.00793274
1043,0.007888512
1042,0.007755856
1041,0.007534852
1040,0.007269796
1039,0.006960768
1038,0.006696062
1037,0.006431517
1036,0.006211186
1035,0.005990967
1034,0.005770859
1033,0.005638848
1032,0.005550863
1031,0.005462896
1030,0.005462896
1029,0.005418919
1028,0.005506877
1027,0.005638848
1026,0.005946936
1025,0.00656377
1024,0.007755856
1023,0.009927665
1022,0.01300446
1021,0.01623844
1020,0.018498512
1019,0.018815863
1018,0.017050711
1017,0.014124643
1016,0.011173593
1015,0.00899556
1014,0.007755856
1013,0.007093182
1012,0.006696062
1011,0.006387442
1010,0.006123085
1009,0.005814872
1008,0.005638848
1007,0.005462896
1006,0.005374946
1005,0.005330978
1004,0.005287015
1003,0.005199101
1002,0.00515515
1001,0.00515515
1000,0.005199101
999,0.005243055
998,0.005287015
997,0.005287015
996,0.005287015
995,0.005243055
994,0.005287015
993,0.005374946
992,0.005506877
991,0.005594853
990,0.005682847
989,0.005770859
988,0.005770859
987,0.005814872
986,0.005814872
985,0.005858889
984,0.00590291
983,0.006035002
982,0.006167133
981,0.006299305
980,0.006387442
979,0.006387442
978,0.006343371
977,0.006255243
976,0.006211186
975,0.006167133
974,0.006167133
973,0.006167133
972,0.006167133
971,0.006167133
970,0.006167133
969,0.006255243
968,0.006343371
967,0.006431517
966,0.006519681
965,0.006519681
964,0.006519681
963,0.006475597
962,0.006475597
961,0.006431517
960,0.006475597
959,0.00656377
958,0.00665196
957,0.00678428
956,0.006872515
955,0.007004902
954,0.007004902
953,0.007004902
952,0.007004902
951,0.007004902
950,0.007049039
949,0.007137329
948,0.007269796
947,0.007402304
946,0.007534852
945,0.00762324
944,0.007667441
943,0.007667441
942,0.00762324
941,0.00762324
940,0.007579044
939,0.007579044
938,0.007534852
937,0.007534852
936,0.007534852
935,0.007534852
934,0.007579044
933,0.007579044
932,0.007579044
931,0.007579044
930,0.007534852
929,0.007534852
928,0.007490665
927,0.007446482
926,0.007402304
925,0.007313961
924,0.007269796
923,0.007269796
922,0.00735813
921,0.007490665
920,0.007579044
919,0.007579044
918,0.007490665
917,0.007402304
916,0.00735813
915,0.007313961
914,0.007225636
913,0.00718148
912,0.007093182
911,0.007049039
910,0.007049039
909,0.007093182
908,0.007225636
907,0.00735813
906,0.007402304
905,0.007402304
